,Sample,cell_id,replicate,treatment,time_point,Treatment Start Date,sub_experiment,Filename,cell_line,ACTA2,ADAMTS1,ATP6AP1,B2M,BGN,BHLHE40,CAV1,CDKN2A,CDKN2B,COL1A1,COL1A2,COL4A1,COL5A1,CTGF,DCN,EGR2,ELN,ENG,ETS1,FBLN1,FBN1,FGF2,FN1,FOSB,GADD45B,GUSB,HAS2,ID1,IL1A,IL1B,IL6,ITGA1,ITGA2,JUN,JUNB,LARP6,LOXL1,LOXL2,LTBP2,MMP1,MMP13,MMP14,MMP2,NOX4,PDGFA,PMEPA1,PPIA,PPP3CA,PSMD14,PTEN,RARA,RARG,RHOB,SERPINE1,SERPINE2,SKI,SKIL,SMAD3,SMAD7,SPARC,TGFB1,TGFBR1,TGFBR2,THBS1,THBS2,TIMP1,TIMP3,TP53BP1,VCAN,VEGFA,VIM
Ct,Control_96_D_3,D,3,Control,96.0,04-07-2017,1,GSS2375_WellData_p7.txt,SEN,24.14861,25.13552,24.5581,19.84844,24.26801,28.29008,21.98364,27.42302,29.94106,21.11049,20.27432,25.77615,28.73712,24.75637,20.0582,29.92612,,24.44903,26.84577,19.21548,23.1413,25.01025,19.59601,,26.79357,26.02182,,27.69496,,32.45697,27.5358,26.85355,24.94326,23.79633,26.32378,25.47701,23.61701,27.21209,23.5621,25.52109,29.58367,22.08696,21.21965,28.9044,30.25247,27.92017,23.06932,24.9131,25.87508,25.05333,28.03581,26.04956,23.84137,23.04667,22.67317,24.50051,26.18948,24.40661,28.31724,21.28211,25.71663,25.46422,23.1919,20.28868,23.95338,19.58667,22.43606,24.57735,25.25985,25.92119,19.0729
Ct,Control_96_D_4,D,4,Control,96.0,04-07-2017,1,GSS2375_WellData_p12.txt,SEN,24.37616,25.16769,24.72543,20.24304,24.55783,29.83391,21.94878,28.53918,31.43571,21.28257,20.69106,25.94283,28.9692,25.39038,21.29631,30.01063,,24.62756,28.09325,19.31553,23.45682,25.10221,19.71515,,27.20321,26.42564,30.47977,27.81756,31.2491,,28.70557,27.88491,25.95587,23.60233,26.60037,25.9033,23.58882,27.18251,23.85516,26.01018,29.41956,22.33542,21.27328,29.18615,29.05558,28.56444,22.95129,25.19334,26.07366,25.11694,28.53722,26.58412,24.67767,23.23819,23.03077,25.03114,26.86222,24.69071,27.96968,21.6896,25.80529,25.90072,24.01944,20.55385,24.23261,19.50894,22.74187,24.88571,25.32709,26.33346,19.01623
Ct,Control_96_D_5,D,5,Control,96.0,04-07-2017,1,GSS2375_WellData_p13.txt,SEN,23.82015,24.41398,24.03512,19.59104,24.34992,28.30331,21.62128,26.92518,30.02516,20.46953,19.91478,24.7719,28.0158,23.87854,21.16831,29.62866,33.2684,24.35532,26.71299,18.81641,22.82232,25.62828,19.20911,,26.22133,27.12345,29.78087,27.0077,,31.14941,28.72787,27.54526,24.8905,23.21703,26.28302,25.33133,23.31552,26.48876,23.11219,24.83829,29.28136,22.13391,20.7009,28.31399,29.13514,28.03811,22.67311,24.71771,26.02621,25.31182,28.12043,25.99238,23.76889,22.35234,22.52262,24.27166,26.06748,24.48605,27.57847,21.50401,25.01412,25.27838,23.49033,19.89852,23.55429,19.23417,22.50107,24.6128,24.63054,25.4131,18.5392
Ct,Control_96_D_6,D,6,Control,96.0,04-07-2017,1,GSS2375_WellData_p18.txt,SEN,23.36016,23.92338,24.15935,19.93689,23.93093,29.49403,21.47921,27.20162,29.89462,20.51638,20.16507,25.78499,28.58925,23.91487,20.01833,29.56162,32.76989,24.07951,26.78571,19.19891,22.6817,24.92893,19.45829,,26.30399,26.22023,29.44422,27.476,,31.34693,28.25287,27.02862,25.17101,23.47512,26.33502,24.98489,23.08311,26.92029,22.98518,25.6421,29.42373,21.69478,20.73032,28.26225,28.82399,28.09687,22.68085,24.84696,26.58531,24.96391,28.2167,26.00861,23.99568,22.63227,21.85784,24.48748,26.52059,24.44333,27.91803,21.24271,24.63445,25.35356,23.09714,19.84706,23.81255,19.22301,22.09787,24.7812,24.98968,25.52536,18.63554
Ct,Control_96_E_1,E,1,Control,96.0,04-07-2017,2,GSS2375_WellData_p2.txt,SEN,24.23442,25.16218,24.64718,20.44171,24.09836,27.96528,21.0976,26.69081,29.10289,20.92829,20.5678,26.0206,27.12833,24.33489,20.86719,31.011,30.37715,24.61953,26.7782,18.863,23.1733,25.76744,18.81946,,27.21335,26.30174,30.31303,27.59371,,,29.50764,28.92471,26.12189,23.82311,26.83548,25.68412,23.33855,27.00067,23.39375,25.73654,28.58074,22.58901,21.1019,30.42326,29.25523,27.48534,22.91311,25.15157,26.64452,24.99569,27.98321,26.85647,24.68971,22.82774,21.82167,24.51341,26.78463,25.09654,28.47233,21.83074,25.14591,25.87304,23.73176,20.78905,22.67339,18.96877,22.12379,25.10346,24.89717,26.72012,18.73623
Ct,Control_96_E_2,E,2,Control,96.0,04-07-2017,2,GSS2375_WellData_p5.txt,SEN,24.00263,24.76085,24.32146,20.3882,24.07658,28.36357,21.49265,26.52159,29.07651,20.99047,20.23035,25.53534,27.91267,24.14755,20.59914,29.73717,32.04822,24.76019,27.17913,18.53222,23.20737,25.74471,18.96829,,28.0493,26.34385,28.70813,27.1089,,,28.38386,28.42571,25.62979,23.46763,26.56752,25.5691,23.12289,26.91797,23.69049,25.71058,28.81447,22.58438,21.03049,29.08508,28.91138,26.92271,23.05304,25.19799,26.68272,24.70745,27.98457,26.33104,24.7371,22.89678,21.79617,24.4156,26.78,24.95233,27.94308,21.70978,25.21017,25.91155,23.25961,20.1994,22.83527,18.94426,21.59943,25.016,24.6649,26.42016,18.39735
Ct,Control_96_E_3,E,3,Control,96.0,04-07-2017,2,GSS2375_WellData_p8.txt,SEN,23.80782,24.83311,24.70195,20.51923,23.80602,30.49452,21.42317,26.8691,29.59208,20.87413,20.10969,26.22252,28.71255,23.58231,20.19815,31.22732,30.55508,24.65953,26.66801,18.87693,22.80433,25.71755,19.09527,,27.23292,26.00439,,27.70244,,31.36496,29.877,28.44885,25.73638,23.63735,26.45972,25.43638,23.06066,27.60488,23.59904,26.27604,29.10145,22.32801,21.20864,31.18691,30.34374,27.45021,22.89381,24.4563,26.39157,24.34907,28.03734,25.99319,24.41276,22.83574,21.86897,24.29883,26.42719,24.96125,30.12428,21.84781,25.45418,25.3053,23.54576,20.19024,22.71365,18.9033,21.74268,24.57119,24.07677,26.99233,18.75663
Ct,Control_96_E_4,E,4,Control,96.0,04-07-2017,2,GSS2375_WellData_p11.txt,SEN,24.58807,25.12966,24.87911,20.26926,24.01836,29.81268,21.71294,27.55175,30.84638,21.0474,20.94947,26.71793,28.5889,24.5461,21.14848,30.54503,32.77114,24.56687,28.06165,19.24343,23.20773,26.07951,19.38656,,28.40985,26.75071,31.0159,28.19036,,,27.8299,29.36576,26.13073,23.8917,27.53403,26.34198,23.50611,27.85379,24.0201,25.94264,,22.96684,21.738,28.44637,29.9143,28.48121,23.21326,25.01105,26.46231,25.53098,28.77901,26.69865,24.84701,23.14546,22.60986,25.33295,26.84434,25.33808,29.04771,21.96509,25.87652,25.98708,24.23693,20.83083,23.63365,19.52025,22.57904,25.39776,24.64103,27.4673,19.16652
Ct,Control_96_E_6,E,6,Control,96.0,04-07-2017,2,GSS2375_WellData_p17.txt,SEN,,,,31.88562,,,,,,,,,,,,,,32.04175,,31.42719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ct,Control_96_F_1,F,1,Control,96.0,11-07-2017,3,GSS2375_WellData_p3.txt,SEN,24.53846,24.91689,24.85196,20.41266,23.94156,28.17324,21.38487,26.81948,29.0647,20.45234,19.93897,26.12935,27.86462,24.33758,20.66636,30.6088,31.49758,24.79629,26.96831,18.56629,22.7665,24.87825,19.01077,,28.07577,26.28196,28.74139,27.81839,,,27.73094,28.32815,25.8482,23.21864,26.84891,25.3845,23.33333,27.16379,24.35477,28.11979,28.76701,22.63767,21.55045,28.13673,30.67205,27.91705,22.69602,25.0571,26.72632,24.75258,28.22427,26.31382,23.90703,23.64574,21.58749,24.31677,27.2458,24.86368,28.81882,21.66656,25.48771,25.35295,23.61803,20.65627,23.04346,18.88257,21.72652,24.82899,23.87468,26.61388,18.67091
Ct,Control_96_F_2,F,2,Control,96.0,11-07-2017,3,GSS2375_WellData_p4.txt,SEN,24.96409,24.75038,24.35526,20.70259,24.19826,33.03585,21.61705,27.40406,28.78747,20.66573,19.99294,26.58101,27.94825,24.635,21.34862,29.77966,32.47852,24.80893,27.49704,18.68111,23.01543,25.49468,19.17995,,29.02377,26.34204,29.11018,27.67401,,31.29824,27.55011,28.89398,25.79104,24.05737,26.57426,25.94502,23.57198,27.3659,24.1755,28.93523,28.97265,23.25598,21.77241,27.93775,29.6277,27.56964,23.1879,25.75946,26.92831,25.14014,28.1254,26.97659,24.04409,23.46668,21.80255,24.64193,27.50451,25.33274,28.64151,21.8585,25.61711,25.94821,23.88216,21.3117,23.31458,19.55769,21.72739,25.26328,24.48501,26.34417,18.94156
Ct,Control_96_F_3,F,3,Control,96.0,11-07-2017,3,GSS2375_WellData_p9.txt,SEN,24.37539,24.26294,24.98469,20.51833,24.8652,29.11705,21.6679,27.38773,29.27933,20.47755,19.90493,26.05855,26.40634,24.793,21.19648,30.14622,30.59334,24.69407,27.12383,18.45659,23.10096,25.20293,19.09968,,27.95974,26.39309,28.95711,27.17946,,32.94992,27.41288,28.63284,26.25894,23.73682,26.76242,25.67198,23.50967,27.33781,23.82088,28.46684,28.32944,23.17703,21.60201,31.62907,30.24685,28.74512,22.81843,25.30342,26.76853,25.20399,27.43194,26.49134,24.02692,23.48687,21.78582,24.41437,27.49123,24.85712,28.7135,21.70373,25.585,26.10963,23.61765,20.88846,23.16418,19.52742,21.73544,25.66376,24.58871,26.64347,18.97824
Ct,Control_96_F_4,F,4,Control,96.0,11-07-2017,3,GSS2375_WellData_p10.txt,SEN,24.5017,24.93729,24.97087,20.75422,24.79483,31.3467,22.08682,27.16508,28.612,20.67957,20.02314,26.24777,26.10584,25.00239,21.42937,31.74313,31.33193,25.11552,26.9351,18.66477,23.39497,25.96403,19.35039,,27.64799,26.72658,31.59352,27.66629,,,27.43253,29.70746,25.92379,24.04112,26.60179,25.76526,23.5627,27.79936,24.18154,28.41778,28.66914,23.35044,22.01011,,29.66621,28.26245,23.32813,25.5597,27.08017,25.44966,27.78196,26.45935,24.3202,24.08985,22.0709,24.70929,27.39346,25.22825,28.06589,21.89693,26.09457,25.92852,23.66064,21.28446,23.63234,19.87705,21.95973,26.06275,24.99289,27.26952,19.08579
Ct,Control_96_F_5,F,5,Control,96.0,11-07-2017,3,GSS2375_WellData_p15.txt,SEN,24.40494,25.13877,24.73707,20.26669,23.95765,28.84004,21.47838,27.55309,29.75184,20.31383,19.98893,26.38182,27.9107,24.3588,20.20995,30.62554,31.00012,24.53,27.07303,18.23899,22.73734,25.23627,19.11443,,27.19794,25.99434,28.04225,27.49432,,31.80784,27.21526,29.14702,25.7317,23.73269,26.9687,25.5265,23.29492,27.84637,24.22134,27.52099,27.55337,22.59278,21.40609,28.58744,29.63115,27.99634,23.21069,24.64396,27.1026,24.80272,27.953,26.46136,23.4745,23.55288,21.45146,24.33385,26.83006,24.60808,27.77937,21.45138,25.51705,25.35033,23.40499,20.60129,23.32438,19.06787,21.40905,24.81259,23.55022,26.62933,18.51285
Ct,Control_96_F_6,F,6,Control,96.0,11-07-2017,3,GSS2375_WellData_p16.txt,SEN,24.01118,24.5724,24.35822,20.24113,23.76695,29.30053,21.28195,26.81543,29.64327,20.22419,19.85252,26.21976,27.36543,23.96638,19.96259,29.56683,31.69619,24.41341,27.37422,18.13065,22.57226,24.87577,18.90112,,27.93522,25.80257,29.97134,27.47335,,,28.46845,28.619,25.60501,23.29886,26.24536,25.39843,22.85964,27.40806,23.73481,28.25603,28.92317,22.14813,21.10707,28.55102,28.9851,28.06102,22.80031,24.25368,26.67694,24.16036,27.96336,26.21018,23.60536,23.46333,21.5273,23.91868,26.62519,24.68227,28.17204,21.43547,24.8799,25.12603,23.24706,20.31619,22.94526,19.03259,21.14595,24.53254,23.78841,27.06081,18.33078
Ct,Control_96_G_1,G,1,Control,96.0,18-07-2017,1,GSS2375_WellData_p1.txt,Adult,25.06548,27.35334,25.49195,20.47626,25.65419,29.00427,22.03048,27.73657,29.41171,20.9883,20.86837,25.57588,26.6886,27.2687,19.44222,,31.53452,25.27576,27.89569,19.15443,21.93607,26.60976,18.06482,,27.45143,26.77503,28.51665,29.20618,,,27.99724,27.35433,27.1731,24.2633,27.89919,25.7324,24.67176,26.62867,23.9787,25.34312,28.01658,23.33947,21.51324,29.79347,29.64452,29.1124,22.93428,27.57262,26.98119,26.07217,27.93222,25.99983,25.1113,25.65803,23.50701,25.19123,27.13452,25.122,29.50699,22.80476,26.85507,26.63841,24.22116,22.1051,23.08358,20.08715,22.06576,26.00145,24.99176,27.04148,17.80627
Ct,Control_96_G_2,G,2,Control,96.0,18-07-2017,1,GSS2375_WellData_p6.txt,Adult,24.50933,26.74016,24.6983,20.46656,25.26314,29.36712,21.45671,26.51174,28.60886,21.05243,20.68053,25.92382,28.3024,26.52404,18.42447,,30.82889,24.76198,27.95418,18.53665,21.61217,26.57527,17.70698,,26.91193,26.2784,26.75801,28.65684,,,27.92561,26.88188,26.70206,24.15262,27.36705,24.94729,24.20782,26.88611,23.84053,25.0234,29.1087,22.31191,20.59974,29.01967,29.56677,27.74188,22.87057,25.53341,26.71981,25.16665,27.9153,25.45128,24.14233,25.65779,23.35975,24.5304,26.80544,24.57588,27.96564,22.50184,26.27604,26.39709,23.6206,21.74045,22.76638,19.49684,21.81293,25.06017,24.36011,26.81737,17.21753
Ct,Control_96_G_3,G,3,Control,96.0,18-07-2017,1,GSS2375_WellData_p7.txt,Adult,24.59171,27.23202,24.97907,20.28459,24.93954,30.03776,21.86624,26.72111,30.89787,21.0661,21.32855,26.23976,29.65624,27.07,18.38084,,30.95657,25.22874,26.81895,18.8538,21.69021,27.01009,18.3395,,27.50051,26.84196,27.44379,30.31441,,,27.93307,26.97414,27.01004,24.24503,27.52945,25.78106,24.25089,27.2686,24.25142,24.63701,29.35065,22.4142,20.79807,28.41844,29.84279,28.88013,22.88669,25.60588,26.62658,25.55574,28.2968,25.87407,24.33636,25.93853,23.49649,24.64747,27.4649,24.7097,28.43663,22.64638,26.19618,26.10149,24.21924,22.11839,23.04799,19.5208,23.07163,25.60809,24.64154,26.94637,17.75542
Ct,Control_96_G_4,G,4,Control,96.0,18-07-2017,1,GSS2375_WellData_p12.txt,Adult,24.55216,27.48881,25.16719,20.4071,25.35023,29.77834,21.65964,28.77162,30.34684,21.41967,21.06424,26.57596,28.55783,27.35604,19.04284,,30.45195,24.82673,27.86433,19.14094,21.92214,26.68063,18.3865,,27.03424,26.43007,29.91231,29.52483,,,29.33423,28.10305,26.88508,24.2344,28.27517,26.24948,24.30396,27.1083,24.22331,24.75294,31.07784,22.37296,20.78569,29.25453,29.90444,29.89523,22.97186,25.79636,26.72541,25.65282,28.32322,25.7628,24.99303,26.2441,23.66551,25.33495,26.96984,25.01554,29.20144,22.56251,26.32289,26.64151,24.03538,21.96803,23.24506,19.81538,22.26559,25.53299,24.42976,27.06016,17.62393
Ct,Control_96_G_5,G,5,Control,96.0,18-07-2017,1,GSS2375_WellData_p13.txt,Adult,24.84667,27.60238,24.46296,20.12774,25.57925,30.0682,21.76359,27.77109,28.81376,21.19429,20.99636,26.55524,28.57066,27.15948,19.12856,,32.23394,24.76515,27.26931,18.78696,21.70823,27.13329,17.99806,,27.14275,26.37186,28.11653,31.17898,,,31.63595,27.29877,26.46384,23.93835,28.36302,25.88386,24.3923,27.65311,23.8692,24.67172,31.32097,22.53042,20.6215,30.96547,29.51271,28.61504,23.09082,25.14093,26.82434,25.59869,27.92701,25.31237,24.70087,25.79745,23.25452,24.87042,26.59977,24.84069,28.17898,22.89802,26.11745,26.06361,24.12311,22.18394,22.9924,19.41759,22.35187,25.22026,24.29239,27.23627,17.47391
Ct,Control_96_G_6,G,6,Control,96.0,18-07-2017,1,GSS2375_WellData_p18.txt,Adult,24.43812,26.8278,25.09286,20.44677,25.32711,29.3066,21.16066,27.77665,29.7785,21.11436,20.75409,25.86492,29.04352,26.65008,18.25805,,29.91251,24.99289,27.14888,18.92703,21.35141,26.99055,18.01606,,27.08468,26.28304,26.95963,30.07659,,,32.07253,26.93532,26.58861,24.45318,28.35602,25.5605,24.26607,27.34899,24.17953,24.88217,28.76408,22.24895,20.38899,28.99835,29.03823,29.15508,22.74399,25.41337,26.82753,25.58059,27.97038,25.62164,24.92578,26.14925,22.87979,25.06496,26.80321,24.86294,28.27653,22.42162,26.38145,25.66043,23.72989,21.86355,22.82408,19.65529,22.10965,25.23254,24.51443,26.42545,17.40965
Ct,Control_96_H_1,H,1,Control,96.0,27-06-2017,2,GSS2375_WellData_p2.txt,Adult,25.20386,26.45071,25.69519,20.59499,26.11701,30.52978,22.33212,27.33115,28.01266,21.90277,21.61255,28.04588,28.03757,28.08405,19.32409,,30.44067,25.4353,27.99079,19.28355,21.8788,26.96542,19.77089,,27.74912,27.15149,28.11785,29.4098,,,27.64688,28.15341,27.67625,24.98832,27.64157,25.23938,24.39485,28.54677,23.90645,27.67288,29.32534,22.5529,20.7676,31.47662,30.29557,28.90768,22.92238,25.71493,27.22793,25.7243,28.46806,25.40727,25.3645,27.87847,26.36682,24.69066,27.65575,25.14845,28.83381,23.54145,26.37669,27.15491,24.79743,23.17996,22.52964,21.24783,22.96251,25.53489,25.83953,27.1746,18.31725
Ct,Control_96_H_2,H,2,Control,96.0,27-06-2017,2,GSS2375_WellData_p5.txt,Adult,24.85983,26.04574,24.6892,20.24406,25.75591,29.90075,21.54653,26.84707,27.76699,21.00657,20.90158,26.89571,28.09941,26.77431,18.76638,,28.74151,24.97959,27.08172,18.62924,21.30194,26.1027,18.94094,,28.35813,26.21362,27.98893,28.0454,,,27.5903,26.93136,27.3961,24.11889,26.93354,24.65852,23.95992,28.27389,23.38691,27.4329,28.71987,21.8671,19.94456,,29.7322,28.09354,22.24813,25.13206,26.46551,24.71241,27.49423,24.79175,24.85495,26.94021,25.7558,24.16803,26.70449,24.58113,28.20376,23.05113,25.80839,26.56337,24.13035,22.53652,21.99874,20.66343,22.10194,24.51986,24.55627,26.07098,17.50878
Ct,Control_96_H_3,H,3,Control,96.0,27-06-2017,2,GSS2375_WellData_p8.txt,Adult,24.7714,26.49586,24.74905,20.52418,25.97964,29.96629,22.013,26.80936,28.89564,21.40032,21.17435,27.17548,28.73193,27.40286,18.14036,,29.20602,25.54534,27.4116,19.02221,21.56441,26.65269,19.12778,,28.50193,26.05696,27.65452,29.29249,,,26.88286,28.06409,27.13075,24.71639,28.08151,24.71691,24.19497,28.73923,23.71594,27.36048,28.51387,21.95379,20.28773,,29.5268,28.35925,22.66649,25.58615,27.18104,24.77626,28.37856,25.16498,24.98773,26.7327,26.57454,24.32091,26.41658,24.89183,29.35311,23.10298,26.18609,26.54715,24.33037,22.68963,22.18637,21.00485,22.47693,24.58446,25.3263,27.01776,17.72687
Ct,Control_96_H_4,H,4,Control,96.0,27-06-2017,2,GSS2375_WellData_p11.txt,Adult,25.34596,27.43929,25.19203,20.29702,26.33707,29.08282,22.15787,28.35163,29.48209,21.82353,21.4719,27.57616,29.0222,28.89138,19.35403,,31.55779,25.66001,27.53793,19.6984,21.9723,27.2409,19.64963,,30.15244,26.61823,28.5435,29.62629,,,31.11056,28.82026,27.7232,25.1395,28.44171,25.38428,24.70182,28.77312,24.18097,28.73307,28.77741,22.34049,20.74782,,31.90433,29.23959,22.95482,25.75625,27.18883,25.44311,28.61902,25.54122,25.66314,27.69692,27.34411,24.90096,27.88645,25.37383,30.45305,23.53078,26.43249,26.52593,24.96592,23.64679,22.618,21.31697,23.44981,25.22659,24.96033,27.41921,18.14381
Ct,Control_96_H_5,H,5,Control,96.0,27-06-2017,2,GSS2375_WellData_p14.txt,Adult,25.00437,27.53442,24.84625,20.17834,25.78109,31.03187,21.95366,27.21347,30.01646,21.51265,21.44237,27.54855,29.02264,27.28909,18.60465,30.94715,30.03103,25.45108,26.77417,19.11807,21.65381,26.91853,19.30689,,29.7286,26.2878,27.42552,29.60326,,,27.64608,27.97191,26.82199,24.46569,27.83304,25.08967,24.32242,28.98269,24.17776,27.38154,28.23171,22.12012,20.06941,,31.2863,28.41786,22.79642,25.48278,27.35407,25.38364,28.37432,25.63289,25.00471,27.1683,25.89549,24.48678,26.19454,25.01246,27.69041,23.11281,26.63786,26.01565,24.42612,22.9109,22.15294,20.77296,23.09591,24.71662,24.57974,27.33344,17.71112
Ct,Control_96_H_6,H,6,Control,96.0,27-06-2017,2,GSS2375_WellData_p17.txt,Adult,24.70756,26.13492,24.83776,20.43085,25.68483,29.1783,21.52495,26.09862,29.32178,21.27907,21.15582,27.28413,28.86743,28.20146,17.87436,,30.22612,25.10027,27.9197,19.2518,21.15152,26.56814,19.31747,,30.70888,26.05453,27.55099,28.94821,,,27.93963,28.2329,27.19588,24.57841,27.65118,24.71055,24.13314,28.4938,23.49883,27.41247,29.64044,22.11374,19.73592,31.64145,30.1898,28.42332,22.44956,25.87191,26.52461,24.76299,27.93803,25.51566,25.42357,27.40839,25.40776,24.64895,26.59227,24.75764,29.31559,22.91574,26.25997,25.87749,24.22794,22.58392,21.77631,20.91799,22.37323,24.55238,24.26244,26.8775,17.69069
Ct,Control_96_I_1,I,1,Control,96.0,27-06-2017,3,GSS2375_WellData_p3.txt,Adult,25.0792,26.37714,25.11716,19.97061,26.42903,31.26602,22.14453,27.39658,28.12863,21.45185,20.76873,27.50072,29.17665,27.34389,18.8028,,29.5783,25.6255,27.41498,19.41577,21.32541,26.52622,18.29642,,30.1772,26.36633,29.25305,30.20181,,,27.49233,27.79703,27.27803,24.91804,27.78101,25.27014,23.87317,28.67672,23.85048,24.89474,30.02713,21.86637,19.64215,28.19436,32.36045,30.05857,22.81219,25.67087,26.16281,25.30756,28.23581,25.45013,25.11771,26.4861,24.70544,24.79267,26.99638,25.6563,28.42056,23.08534,26.2471,25.51329,23.92101,24.27255,22.86262,20.06628,21.76796,24.90872,24.37314,27.44306,17.89758
Ct,Control_96_I_2,I,2,Control,96.0,27-06-2017,3,GSS2375_WellData_p4.txt,Adult,24.88048,26.05547,24.38873,20.19499,26.2483,28.37952,21.79748,26.9275,27.61289,21.24406,20.66046,27.23299,28.57896,27.84661,19.11007,,31.94275,25.61876,27.46291,19.14305,21.15763,26.95446,18.14938,,29.82309,25.97776,27.90176,30.08908,,31.11596,28.35176,27.47384,27.033,25.02897,28.05257,25.6057,23.72326,28.31096,23.71603,25.08057,27.84557,21.9663,19.58462,29.54088,30.23475,29.53698,22.74465,25.37246,26.47329,25.12971,28.60549,25.54756,25.28976,26.42771,24.49565,24.46525,27.14912,25.15079,28.29593,23.08967,26.08969,25.26066,24.26302,24.51432,22.65058,20.08694,21.79857,25.17101,24.57358,27.31271,17.85545
Ct,Control_96_I_3,I,3,Control,96.0,27-06-2017,3,GSS2375_WellData_p9.txt,Adult,25.02281,25.95471,25.22442,20.06592,26.45517,28.32171,22.19608,26.4268,27.63213,21.16785,20.78345,27.61038,28.00395,27.91645,19.32961,,29.9118,25.62555,27.60645,19.12824,21.25653,27.33237,18.42194,,28.52177,26.56325,28.1018,30.02825,,,28.51322,27.79548,27.29327,25.30621,27.30799,25.17326,23.85448,28.08092,23.87669,25.49394,29.619,22.24493,19.904,29.18852,30.69531,31.00452,22.89337,25.72359,26.64851,25.91694,28.34857,25.52552,25.23214,26.45072,24.6205,24.82847,27.2114,25.68937,29.91704,23.1229,26.10892,25.6051,24.21787,24.43745,22.67267,20.2487,22.20201,25.5587,24.59273,27.15545,18.03413
Ct,Control_96_I_4,I,4,Control,96.0,27-06-2017,3,GSS2375_WellData_p10.txt,Adult,25.12113,26.17508,25.47703,20.52839,27.20646,30.16373,22.23187,26.63939,26.54622,21.39366,20.66481,27.52151,27.44418,28.71671,19.71966,,29.92291,26.05093,27.21586,19.47454,21.58209,27.00912,18.31441,,29.28929,26.73692,28.06861,29.44692,,,29.72591,28.20262,27.25707,25.83621,27.61718,25.48195,24.06686,28.27595,24.08732,26.05178,29.4732,22.17375,20.15474,29.43166,30.49909,29.86263,23.41935,26.19763,26.99774,25.96646,27.38206,26.02172,25.46093,27.18773,25.21826,25.05647,27.12941,25.70308,29.45494,23.58179,26.04054,25.86011,24.35698,24.61696,22.82933,20.64564,22.41129,25.86631,25.62038,27.69088,18.32295
Ct,Control_96_I_5,I,5,Control,96.0,27-06-2017,3,GSS2375_WellData_p15.txt,Adult,25.20927,25.99226,25.13235,19.70838,26.24565,28.34037,22.06745,26.66864,28.78172,21.39269,20.75367,27.636,29.1344,27.65289,18.33246,,31.38453,25.76729,27.22932,18.89356,21.17365,26.64335,18.38729,,28.93498,26.18075,27.90011,30.26256,,,28.72098,27.6493,27.62904,25.4329,27.26089,25.61222,23.70903,28.45921,23.93886,24.4699,29.25457,21.67989,19.33732,28.9694,30.84516,29.22711,22.77075,24.96257,27.03926,25.11913,28.98222,25.27245,24.85674,26.43978,24.72779,24.40007,27.39166,25.43008,29.31648,23.20623,26.05141,25.18514,24.21066,23.89427,22.84138,20.04117,21.7761,24.75043,24.02127,27.07986,17.70487
Ct,Control_96_I_6,I,6,Control,96.0,27-06-2017,3,GSS2375_WellData_p16.txt,Adult,24.77979,25.92152,24.93394,19.51215,26.30099,29.62332,22.02278,27.30386,28.37044,21.31625,20.7726,27.34792,29.10032,26.78344,18.19304,,30.24334,25.02383,27.9057,19.11442,20.89728,26.79816,18.05105,,29.10926,26.1534,27.83696,29.46942,,,30.56179,27.60741,26.87934,24.78928,27.80161,24.9064,23.81334,27.91579,23.79856,24.51623,29.2585,21.45508,19.57142,29.32378,31.12277,29.76359,22.82073,25.02797,26.8515,24.93187,28.22977,25.58408,25.15331,26.91596,24.34652,24.19096,26.50322,25.20041,29.30877,22.99034,26.15273,25.27782,23.90389,23.97492,22.53088,19.76933,21.57515,24.88438,23.80186,26.60025,17.54483
Ct,TGFb_0.5_A_1,A,1,TGFb,0.5,20-06-2017,1,GSS2375_WellData_p1.txt,HDFn,24.53928,23.99205,25.28576,20.39499,24.81025,28.34958,21.4438,27.28223,29.76396,20.41142,20.24985,26.33655,25.31344,25.5903,21.24527,,30.68662,24.33997,26.46995,20.80428,23.17616,26.64454,18.2048,30.85551,26.49475,27.13768,30.34884,26.23045,,,28.34398,27.92678,25.99232,24.04161,25.99153,25.37623,24.11589,25.58698,23.29611,24.95726,29.83105,22.79957,21.84052,28.72856,29.40149,28.91576,22.50436,25.45244,27.23584,25.36697,27.96372,25.07147,25.60296,23.37709,24.22143,25.09879,27.07755,24.98615,28.24827,22.05583,24.82703,26.94253,24.42041,21.00192,23.44192,20.90334,24.97603,25.36159,24.0152,27.13489,17.92222
Ct,TGFb_0.5_A_2,A,2,TGFb,0.5,20-06-2017,1,GSS2375_WellData_p6.txt,HDFn,24.57163,23.76826,24.75931,20.29182,24.75443,28.12015,21.19414,26.33962,30.5653,20.33594,20.04893,25.82692,26.57964,25.51367,20.48337,32.11968,29.51335,24.84039,26.63539,20.44525,22.62181,26.07819,17.87183,31.96683,26.18142,25.79916,28.08817,25.93554,,31.58621,27.90535,27.17027,25.71788,23.66591,25.53924,24.96932,23.78887,25.72157,23.27062,24.80092,28.45524,22.29402,21.35057,28.31724,29.1112,29.16824,22.33643,24.66964,26.53868,24.1476,28.15265,24.97595,24.83766,23.13036,24.09847,24.51487,26.22437,24.70761,27.35952,21.68213,24.35746,27.44816,24.01742,20.44353,23.23577,20.44338,24.61494,24.55388,23.50962,26.66297,17.45172
